title,page,chunk_string
General_Data_Protection_Regulation.pdf,87,"3. For the purpose of paragraph 1, the Commission may request information from Member States and supervisory authorities. 4. In carrying out the evaluations and reviews referred to in paragraphs 1 and 2, the Commission shall take into account the positions and findings of the European Parliament, of the Council, and of other relevant bodies or sources. 5. The Commission shall, if necessary, submit appropriate proposals to amend this Regulation, in particular taking into account of developments in information technology and in the light of the state of progress in the information society. Article 98 Review of other Union legal acts on data protection The Commission shall, if appropriate, submit legislative proposals with a view to amending other Union legal acts on the protection of personal data, in order to ensure uniform and consistent protection of natural persons with regard to processing. This shall in particular concern the rules relating to the protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies and on the free movement of such data. Article 99 Entry into force and application 1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union."
General_Data_Protection_Regulation.pdf,87,"Article 99 Entry into force and application 1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. 2. It shall apply from 25 May 2018. 4.5.2016 L 119/87 Official Journal of the European Union EN This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 27 April 2016. For the European Parliament The President M. SCHULZ For the Council The President J.A. HENNIS-PLASSCHAERT 4.5.2016 L 119/88 Official Journal of the European Union EN QUESTIONS AND ANSWERS WHEN DESIGNING SURVEYS FOR INFORMATION COLLECTIONS Office of Information and Regulatory Affairs Office of Management and Budget Last Modified: October 2016 Originally Published: January 2006 Table of Contents PURPOSE OF THIS GUIDANCE.............................................................................................................................1 1."
General_Data_Protection_Regulation.pdf,88,"3. For the purpose of paragraph 1, the Commission may request information from Member States and supervisory authorities. 4. In carrying out the evaluations and reviews referred to in paragraphs 1 and 2, the Commission shall take into account the positions and findings of the European Parliament, of the Council, and of other relevant bodies or sources. 5. The Commission shall, if necessary, submit appropriate proposals to amend this Regulation, in particular taking into account of developments in information technology and in the light of the state of progress in the information society. Article 98 Review of other Union legal acts on data protection The Commission shall, if appropriate, submit legislative proposals with a view to amending other Union legal acts on the protection of personal data, in order to ensure uniform and consistent protection of natural persons with regard to processing. This shall in particular concern the rules relating to the protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies and on the free movement of such data. Article 99 Entry into force and application 1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union."
General_Data_Protection_Regulation.pdf,88,"Article 99 Entry into force and application 1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. 2. It shall apply from 25 May 2018. 4.5.2016 L 119/87 Official Journal of the European Union EN This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 27 April 2016. For the European Parliament The President M. SCHULZ For the Council The President J.A. HENNIS-PLASSCHAERT 4.5.2016 L 119/88 Official Journal of the European Union EN QUESTIONS AND ANSWERS WHEN DESIGNING SURVEYS FOR INFORMATION COLLECTIONS Office of Information and Regulatory Affairs Office of Management and Budget Last Modified: October 2016 Originally Published: January 2006 Table of Contents PURPOSE OF THIS GUIDANCE.............................................................................................................................1 1."
pmc_survey_guidance_2006.pdf,1,"3. For the purpose of paragraph 1, the Commission may request information from Member States and supervisory authorities. 4. In carrying out the evaluations and reviews referred to in paragraphs 1 and 2, the Commission shall take into account the positions and findings of the European Parliament, of the Council, and of other relevant bodies or sources. 5. The Commission shall, if necessary, submit appropriate proposals to amend this Regulation, in particular taking into account of developments in information technology and in the light of the state of progress in the information society. Article 98 Review of other Union legal acts on data protection The Commission shall, if appropriate, submit legislative proposals with a view to amending other Union legal acts on the protection of personal data, in order to ensure uniform and consistent protection of natural persons with regard to processing. This shall in particular concern the rules relating to the protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies and on the free movement of such data. Article 99 Entry into force and application 1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union."
pmc_survey_guidance_2006.pdf,1,"Article 99 Entry into force and application 1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. 2. It shall apply from 25 May 2018. 4.5.2016 L 119/87 Official Journal of the European Union EN This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 27 April 2016. For the European Parliament The President M. SCHULZ For the Council The President J.A. HENNIS-PLASSCHAERT 4.5.2016 L 119/88 Official Journal of the European Union EN QUESTIONS AND ANSWERS WHEN DESIGNING SURVEYS FOR INFORMATION COLLECTIONS Office of Information and Regulatory Affairs Office of Management and Budget Last Modified: October 2016 Originally Published: January 2006 Table of Contents PURPOSE OF THIS GUIDANCE.............................................................................................................................1 1."
pmc_survey_guidance_2006.pdf,2,Table of Contents PURPOSE OF THIS GUIDANCE.............................................................................................................................1 1. WHAT IS THE PURPOSE OF THIS GUIDANCE? ......................................................................................................1 2. DOES THIS GUIDANCE APPLY TO ALL ICRS SUBMITTED TO OMB?...................................................................1 SUBMISSION OF ICRS TO OMB............................................................................................................................ 3 3. WHEN SHOULD AN AGENCY BEGIN THE PRA PROCESS?....................................................................................3 4. WHEN SHOULD AGENCIES TALK TO OMB ABOUT PLANS FOR A STUDY? ..........................................................3 5. WHAT DOES IT MEAN FOR AN AGENCY TO CONDUCT OR SPONSOR AN INFORMATION COLLECTION?..............4 6. WHEN ARE STUDIES INVOLVING THIRD PARTY OR INVESTIGATOR-INITIATED GRANTS SUBJECT TO PRA REVIEW?
pmc_survey_guidance_2006.pdf,2,WHAT DOES IT MEAN FOR AN AGENCY TO CONDUCT OR SPONSOR AN INFORMATION COLLECTION?..............4 6. WHEN ARE STUDIES INVOLVING THIRD PARTY OR INVESTIGATOR-INITIATED GRANTS SUBJECT TO PRA REVIEW? ...................................................................................................................................................................4 7. ARE FOCUS GROUPS SUBJECT TO PRA REVIEW? ...............................................................................................5 8. WHAT ARE GENERIC CLEARANCES AND WHEN ARE THESE USEFUL FOR AGENCIES? .......................................6 9. WHAT NEEDS TO BE DONE FOR AN EMERGENCY CLEARANCE? .........................................................................6 10. WHEN DO AGENCIES NEED TO COMPLETE PART B OF THE ICR SUPPORTING STATEMENT?.........................7 11.
pmc_survey_guidance_2006.pdf,2,.........................................................................6 10. WHEN DO AGENCIES NEED TO COMPLETE PART B OF THE ICR SUPPORTING STATEMENT?.........................7 11. WHY DO AGENCIES NEED TO COMPLETE SOME OF PART B IF THEY ARE CONDUCTING QUALITATIVE RESEARCH STUDIES OR PROGRAM EVALUATIONS? .................................................................................................7 SCOPE OF THE INFORMATION COLLECTION ...............................................................................................9 12. WHY IS THIS DATA COLLECTION NECESSARY AND HOW WILL THE INFORMATION BE USED? ........................9 13. HOW OFTEN SHOULD DATA BE COLLECTED? .................................................................................................10 14. WHAT IS INCLUDED IN THE CALCULATION OF BURDEN HOURS?
pmc_survey_guidance_2006.pdf,2,".................................................................................................10 14. WHAT IS INCLUDED IN THE CALCULATION OF BURDEN HOURS? ...................................................................11 15. FOR ESTABLISHMENT SURVEYS OR PANEL SURVEYS, SHOULD BURDEN HOURS INCLUDE THE ORIGINAL COLLECTION OF ADMINISTRATIVE RECORDS THAT MAY HAVE TAKEN PLACE MONTHS OR YEARS BEFORE? ....11 16. WHY ARE AGENCIES REQUIRED TO ESTIMATE THE BURDEN IN TERMS OF BOTH TIME AND COSTS?............12 CHOICE OF METHODS .........................................................................................................................................13 17. HOW DOES THE CHOICE OF METHODS FOR THE STUDY RELATE TO THE RESEARCH QUESTIONS OR PURPOSE OF THE COLLECTION? ............................................................................................................................................13 18."
pmc_survey_guidance_2006.pdf,2,"HOW DOES THE CHOICE OF METHODS FOR THE STUDY RELATE TO THE RESEARCH QUESTIONS OR PURPOSE OF THE COLLECTION? ............................................................................................................................................13 18. HOW DO THE USE OF THE INFORMATION AND CHOICE OF METHODS FOR THE STUDY RELATE TO THE AGENCY’S INFORMATION QUALITY GUIDELINES?.................................................................................................14 19. WHEN SHOULD AGENCIES CONSIDER CONDUCTING A SURVEY?....................................................................14 20. WHAT SHOULD AGENCIES CONSIDER WHEN DESIGNING AND CONDUCTING A SURVEY? ..............................15 21. WHEN SHOULD AGENCIES CONSIDER CONDUCTING A QUALITATIVE STUDY?...............................................16 22. WHEN SHOULD AGENCIES CONDUCT A PILOT STUDY, PRETEST, OR FIELD TEST?.........................................17 23. WHEN SHOULD AGENCIES CONSIDER CONDUCTING FOCUS GROUPS OR COGNITIVE INTERVIEWS?.............18 24. WHEN SHOULD AGENCIES CONSIDER USING CASE STUDY METHODS?...........................................................18 25."
pmc_survey_guidance_2006.pdf,2,WHEN SHOULD AGENCIES CONSIDER CONDUCTING FOCUS GROUPS OR COGNITIVE INTERVIEWS?.............18 24. WHEN SHOULD AGENCIES CONSIDER USING CASE STUDY METHODS?...........................................................18 25. WHAT SHOULD AGENCIES CONSIDER WHEN DESIGNING AND CONDUCTING A CASE STUDY? .......................19 26. WHEN SHOULD AGENCIES CONSIDER USING EXPERIMENTAL AND QUASI-EXPERIMENTAL DESIGNS?..........20 SAMPLING................................................................................................................................................................23 27. WHAT IS THE DIFFERENCE BETWEEN A CENSUS AND A SAMPLE SURVEY AND WHEN IS EACH APPROPRIATE? .......................................................................................................................................................23 28. WHAT IS A SAMPLING FRAME AND WHAT IS THE COVERAGE OF THE SAMPLING FRAME?............................24 29. IS A LIST OF INTERNET SUBSCRIBERS AVAILABLE AND ACCEPTABLE FOR USE AS A SAMPLING FRAME?.....24 30.
pmc_survey_guidance_2006.pdf,2,WHAT IS A SAMPLING FRAME AND WHAT IS THE COVERAGE OF THE SAMPLING FRAME?............................24 29. IS A LIST OF INTERNET SUBSCRIBERS AVAILABLE AND ACCEPTABLE FOR USE AS A SAMPLING FRAME?.....24 30. WHAT IS AN APPROPRIATE SAMPLE DESIGN TO ENSURE THE SAMPLE DRAWN REPRESENTS THE POPULATION OF INTEREST? ...................................................................................................................................25 31. ARE PROBABILITY SAMPLES ALWAYS THE BEST FOR SURVEYS OF ESTABLISHMENTS? ................................26 32. WHAT INFORMATION SHOULD AGENCIES PROVIDE ABOUT THEIR COMPLEX SAMPLE DESIGNS? ................27 33. HOW LARGE SHOULD A SAMPLE BE FOR A STATISTICAL SURVEY?................................................................27 ii
pmc_survey_guidance_2006.pdf,2,"HOW LARGE SHOULD A SAMPLE BE FOR A STATISTICAL SURVEY?................................................................27 ii SAMPLING (Continued) .......................................................................................................................................... 23 34. CAN PRE-EXISTING SURVEY PANELS, SUCH AS INTERNET PANELS, BE USED TO OBTAIN REPRESENTATIVE SAMPLES? ............................................................................................................................................................... 29 35. WHAT ARE SOME COMMON NONPROBABILITY SAMPLES, AND WHY ARE THEY USED? .................................29 MODES OF DATA COLLECTION........................................................................................................................ 32 36. WHAT ARE THE DIFFERENT MODES OF SURVEY DATA COLLECTION?"
pmc_survey_guidance_2006.pdf,3,32 36. WHAT ARE THE DIFFERENT MODES OF SURVEY DATA COLLECTION? ...........................................................32 37. WHAT MODE OF DATA COLLECTION IS APPROPRIATE FOR A GIVEN SURVEY?..............................................33 38. WHEN SHOULD AGENCIES CONSIDER A MIXED-MODE APPROACH?...............................................................34 39. HOW DOES GPEA AFFECT CHOICE OF MODES FOR SURVEY DATA COLLECTION? .......................................34 40. WHAT ARE THE ADVANTAGES AND DISADVANTAGES OF MAIL SURVEYS?.....................................................35 41. WHAT ARE THE ADVANTAGES AND DISADVANTAGES OF TELEPHONE INTERVIEWING? ...............................35 42.
pmc_survey_guidance_2006.pdf,3,WHAT ARE THE ADVANTAGES AND DISADVANTAGES OF TELEPHONE INTERVIEWING? ...............................35 42. WHAT ARE THE ADVANTAGES AND DISADVANTAGES OF IN-PERSON INTERVIEWING? .................................37 43. WHAT ARE THE ADVANTAGES AND DISADVANTAGES OF USING INTERNET SURVEYS? .................................37 44. HOW DOES THE DATA COLLECTION MODE AFFECT QUESTIONNAIRE DESIGN? .............................................38 QUESTIONNAIRE DESIGN AND DEVELOPMENT .........................................................................................40 45. WHAT SHOULD AGENCIES DO WHEN DEVELOPING NEW QUESTIONNAIRES OR QUESTIONNAIRE ITEMS? ....40 46.
pmc_survey_guidance_2006.pdf,3,WHAT SHOULD AGENCIES DO WHEN DEVELOPING NEW QUESTIONNAIRES OR QUESTIONNAIRE ITEMS? ....40 46. WHY SHOULD AGENCIES CONSIDER USING QUESTIONS PREVIOUSLY USED BY OTHER AGENCIES OR RESEARCHERS? ......................................................................................................................................................40 47. WHEN IS IT ACCEPTABLE TO DUPLICATE QUESTIONS USED ON OTHER SURVEYS? .......................................41 48. WHAT TECHNIQUES CAN BE USED TO DEVELOP NEW QUESTIONS?................................................................41 49. WHAT ROLE DOES PRETESTING PLAY IN QUESTIONNAIRE DEVELOPMENT? .................................................43 50. WHAT DO AGENCIES NEED TO DO TO OBTAIN CLEARANCE FOR PRETESTING ACTIVITIES?
pmc_survey_guidance_2006.pdf,3,".................................................43 50. WHAT DO AGENCIES NEED TO DO TO OBTAIN CLEARANCE FOR PRETESTING ACTIVITIES? .........................44 51. WHAT IS A GENERIC CLEARANCE FOR PRETESTING ACTIVITIES? .................................................................45 STATISTICAL STANDARDS .................................................................................................................................47 52. WHAT ARE OMB STATISTICAL CLASSIFICATIONS, DEFINITIONS, AND DATA SOURCES? ..............................47 53. WHAT STATISTICAL CLASSIFICATIONS HAVE BEEN ADOPTED BY OMB?......................................................47 54. WHAT STANDARD DEFINITIONS AND DATA SOURCES HAVE BEEN ADOPTED BY OMB? ................................49 55."
pmc_survey_guidance_2006.pdf,3,WHAT STANDARD DEFINITIONS AND DATA SOURCES HAVE BEEN ADOPTED BY OMB? ................................49 55. WHAT ARE THE REQUIREMENTS FOR COLLECTING INDIVIDUAL DATA ON RACE AND ETHNICITY? .............49 INFORMING RESPONDENTS ABOUT THEIR PARTICIPATION AND THE CONFIDENTIALITY OF THEIR DATA............................................................................................................................................................ 51 56. WHAT SHOULD RESPONDENTS BE TOLD ABOUT THEIR PARTICIPATION IN AN INFORMATION COLLECTION?.........................................................................................................................................................51 57. WHAT IS A PLEDGE OF CONFIDENTIALITY AND HOW SHOULD A PLEDGE OF CONFIDENTIALITY BE MADE TO RESPONDENTS?.......................................................................................................................................52 58. WHAT LEGAL AUTHORITY DOES AN AGENCY HAVE TO PROTECT THE CONFIDENTIALITY OF INFORMATION IT IS COLLECTING? ........................................................................................................................53 59.
pmc_survey_guidance_2006.pdf,3,"WHAT LEGAL AUTHORITY DOES AN AGENCY HAVE TO PROTECT THE CONFIDENTIALITY OF INFORMATION IT IS COLLECTING? ........................................................................................................................53 59. WHAT IS THE CONFIDENTIAL INFORMATION PROTECTION AND STATISTICAL EFFICIENCY ACT OF 2002 (CIPSEA)? ............................................................................................................................................................. 53 60. IF AN AGENCY DOES NOT COLLECT DATA UNDER CIPSEA, HOW CAN IT PROTECT THE CONFIDENTIALITY OF THE DATA? ......................................................................................................................... 54 61. WHAT MUST BE DONE TO PROTECT DATA THAT ARE GATHERED UNDER A PLEDGE OF CONFIDENTIALITY?................................................................................................................................................ 55 RESPONSE RATES AND INCENTIVES ..............................................................................................................56 62."
pmc_survey_guidance_2006.pdf,3,WHAT MUST BE DONE TO PROTECT DATA THAT ARE GATHERED UNDER A PLEDGE OF CONFIDENTIALITY?................................................................................................................................................ 55 RESPONSE RATES AND INCENTIVES ..............................................................................................................56 62. WHY ARE RESPONSE RATES IMPORTANT?......................................................................................................56 63. HOW SHOULD RESPONSE RATES BE CALCULATED?........................................................................................57 64. WHEN SHOULD WEIGHTED RESPONSE RATES BE REPORTED? .......................................................................58 65. WHAT ARE TYPICAL RESPONSE RATES FOR FEDERAL GOVERNMENT STATISTICAL SURVEYS?...................59 66. WHAT ARE ACCEPTABLE RESPONSE RATES FOR DIFFERENT KINDS OF SURVEY COLLECTIONS? .................60 67. DO LONGITUDINAL AND MULTI-STAGE SURVEYS NEED TO ACHIEVE THE SAME LEVELS OF RESPONSE RATES AS OTHER SURVEYS?...................................................................................................................................61 iii
pmc_survey_guidance_2006.pdf,3,".................60 67. DO LONGITUDINAL AND MULTI-STAGE SURVEYS NEED TO ACHIEVE THE SAME LEVELS OF RESPONSE RATES AS OTHER SURVEYS?...................................................................................................................................61 iii RESPONSE RATES AND INCENTIVES (Continued).........................................................................................56 68. ARE DIFFERENT RESPONSE RATES ACCEPTABLE FOR DIFFERENT MODES OF DATA COLLECTION? .............62 69. HOW CAN RESPONSE RATES BE IMPROVED?...................................................................................................62 70. GIVEN THAT RANDOM DIGIT DIALING (RDD) TELEPHONE SURVEY RESPONSE RATES HAVE BEEN DECLINING, WILL OMB APPROVE ICRS WITH THIS METHODOLOGY?................................................................64 71. HOW CAN AGENCIES EXAMINE POTENTIAL NONRESPONSE BIAS? .................................................................64 72. WHAT RESPONSE RATE ISSUES ARE INVOLVED WITH USING SAMPLES DERIVED FROM PRE-EXISTING MULTIPURPOSE PANELS, SUCH AS INTERNET OR CONSUMER PANELS?"
pmc_survey_guidance_2006.pdf,4,".................................................................64 72. WHAT RESPONSE RATE ISSUES ARE INVOLVED WITH USING SAMPLES DERIVED FROM PRE-EXISTING MULTIPURPOSE PANELS, SUCH AS INTERNET OR CONSUMER PANELS? ................................................................66 73. WHAT SHOULD AGENCIES DO TO ASSESS AND DEAL WITH NONRESPONSE BIAS DUE TO ITEM NONRESPONSE? ......................................................................................................................................................67 74. WHAT ARE INCENTIVES?.................................................................................................................................68 75. WHY MUST AGENCIES PROVIDE A JUSTIFICATION TO GIVE INCENTIVES TO RESPONDENTS?.......................69 76. WHAT FACTORS SHOULD AGENCIES ADDRESS IN THEIR JUSTIFICATION TO GIVE INCENTIVES TO RESPONDENTS?.......................................................................................................................................................69 ANALYSIS AND REPORTING ..............................................................................................................................72 77. WHAT INFORMATION SHOULD AGENCIES INCLUDE IN THEIR ANALYSIS PLANS?"
pmc_survey_guidance_2006.pdf,4,WHAT FACTORS SHOULD AGENCIES ADDRESS IN THEIR JUSTIFICATION TO GIVE INCENTIVES TO RESPONDENTS?.......................................................................................................................................................69 ANALYSIS AND REPORTING ..............................................................................................................................72 77. WHAT INFORMATION SHOULD AGENCIES INCLUDE IN THEIR ANALYSIS PLANS? ..........................................72 78. WHAT PREDISSEMINATION REVIEW DO AGENCIES NEED TO DO FOR REPORTS BASED ON SURVEYS OR STATISTICAL COLLECTIONS?.................................................................................................................................73 STUDIES USING STATED PREFERENCE METHODS .................................................................................... 74 79. WHAT ARE STATED PREFERENCE METHODS? ................................................................................................74 80. WHAT SHOULD AGENCIES CONSIDER WHEN DESIGNING QUESTIONS FOR STATED PREFERENCE STUDIES?.74 81. WHAT FACTORS SHOULD BE CONSIDERED WHEN DESIGNING OR EVALUATING STUDIES USING STATED PREFERENCE METHODS?........................................................................................................................................75 GLOSSARY OF ABBREVIATIONS ......................................................................................................................
pmc_survey_guidance_2006.pdf,4,"WHAT SHOULD AGENCIES CONSIDER WHEN DESIGNING QUESTIONS FOR STATED PREFERENCE STUDIES?.74 81. WHAT FACTORS SHOULD BE CONSIDERED WHEN DESIGNING OR EVALUATING STUDIES USING STATED PREFERENCE METHODS?........................................................................................................................................75 GLOSSARY OF ABBREVIATIONS ...................................................................................................................... 77 GLOSSARY OF TERMS ......................................................................................................................................... 78 APPENDICES............................................................................................................................................................ 87 iv Purpose PURPOSE OF THIS GUIDANCE Federal agencies conduct or sponsor a wide variety of information collections to gather data from businesses, individuals, schools, hospitals, and State, local, and tribal governments. Information collections employing surveys are frequently used for general purpose statistics, as well as for program evaluations or research studies that answer more specific research questions. Data collected by Federal agencies are widely used to make informed decisions and to provide necessary information for policy makers and planners. The collection of this information can take many forms and is accomplished in a variety of ways. The Paperwork Reduction Act of 1995 (PRA) requires agencies to submit requests to collect information from the public to the Office of Management and Budget (OMB) for approval."
pmc_survey_guidance_2006.pdf,5,"The collection of this information can take many forms and is accomplished in a variety of ways. The Paperwork Reduction Act of 1995 (PRA) requires agencies to submit requests to collect information from the public to the Office of Management and Budget (OMB) for approval. This guidance is designed to assist agencies and their contractors in preparing Information Collection Requests (ICRs), which may be commonly known as PRA submissions or “OMB clearance packages,” for surveys used for general purpose statistics or as part of program evaluations or research studies. 1. What is the purpose of this guidance? OMB is often asked about the ICR review process and what its expectations are, especially for collections involving surveys. These Q&As are designed to answer many of the frequently asked questions to help agencies better understand OMB’s expectations for survey information collection requests. This improved understanding should assist agencies in identifying and documenting information for inclusion in their ICRs, and should facilitate the review process. This guidance seeks to highlight a wide range of issues that agencies need to consider when designing their surveys. Different sections of this guidance provide a very brief overview of the literature on statistical sampling and different survey methodology topics; each section provides some useful references for more information on these issues."
pmc_survey_guidance_2006.pdf,5,"This guidance seeks to highlight a wide range of issues that agencies need to consider when designing their surveys. Different sections of this guidance provide a very brief overview of the literature on statistical sampling and different survey methodology topics; each section provides some useful references for more information on these issues. The goal of this guidance is to help agencies to better plan and document their information collections that use surveys. Conducting a high quality survey is a complex undertaking, and this guidance cannot (and is not intended to) take the place of professional survey methodologists and statisticians that agencies will need to consult in designing, executing, and documenting their surveys. For agencies that do not have these professionals on staff or involved in a particular collection, this guidance points out some key areas where professional consultation will be needed. 2. Does this guidance apply to all ICRs submitted to OMB? The next two sections of this guidance (on submission of ICRs to OMB and scope of the information collection) cover some general requirements under the PRA that can generally be applied to any information collection request an agency makes. However, the focus of this guidance is on conducting surveys for general purpose statistics or as part of program evaluations or research studies. 1"
pmc_survey_guidance_2006.pdf,5,"However, the focus of this guidance is on conducting surveys for general purpose statistics or as part of program evaluations or research studies. 1 Purpose Surveys represent only a small percentage of all ICRs that OMB reviews. Most ICRs submitted to OMB are mandatory recordkeeping requirements, applications, or audits that are not used for statistical purposes. Because surveys require that careful attention be paid to a variety of methodological and statistical issues, agencies are required to complete Part B of the ICR supporting statement to more fully document how the survey will be conducted and analyzed (see question #10). The focus of this guidance is to assist agencies in planning surveys and documenting their proposed surveys in their ICRs. 2 Submission of ICRs ­ SUBMISSION OF ICRs TO OMB This section covers some basic questions related to the Paperwork Reduction Act (PRA) submissions that agencies prepare and submit to OMB including process issues, what is and is not covered by the PRA, and when agencies need to complete Part B of the Information Collection Request (ICR) supporting statement. Agencies should consult the OMB regulations implementing the PRA (5 C.F.R. § 1320) for more detailed and complete information. 3."
pmc_survey_guidance_2006.pdf,6,"The collection of this information can take many forms and is accomplished in a variety of ways. The Paperwork Reduction Act of 1995 (PRA) requires agencies to submit requests to collect information from the public to the Office of Management and Budget (OMB) for approval. This guidance is designed to assist agencies and their contractors in preparing Information Collection Requests (ICRs), which may be commonly known as PRA submissions or “OMB clearance packages,” for surveys used for general purpose statistics or as part of program evaluations or research studies. 1. What is the purpose of this guidance? OMB is often asked about the ICR review process and what its expectations are, especially for collections involving surveys. These Q&As are designed to answer many of the frequently asked questions to help agencies better understand OMB’s expectations for survey information collection requests. This improved understanding should assist agencies in identifying and documenting information for inclusion in their ICRs, and should facilitate the review process. This guidance seeks to highlight a wide range of issues that agencies need to consider when designing their surveys. Different sections of this guidance provide a very brief overview of the literature on statistical sampling and different survey methodology topics; each section provides some useful references for more information on these issues."
pmc_survey_guidance_2006.pdf,6,"This guidance seeks to highlight a wide range of issues that agencies need to consider when designing their surveys. Different sections of this guidance provide a very brief overview of the literature on statistical sampling and different survey methodology topics; each section provides some useful references for more information on these issues. The goal of this guidance is to help agencies to better plan and document their information collections that use surveys. Conducting a high quality survey is a complex undertaking, and this guidance cannot (and is not intended to) take the place of professional survey methodologists and statisticians that agencies will need to consult in designing, executing, and documenting their surveys. For agencies that do not have these professionals on staff or involved in a particular collection, this guidance points out some key areas where professional consultation will be needed. 2. Does this guidance apply to all ICRs submitted to OMB? The next two sections of this guidance (on submission of ICRs to OMB and scope of the information collection) cover some general requirements under the PRA that can generally be applied to any information collection request an agency makes. However, the focus of this guidance is on conducting surveys for general purpose statistics or as part of program evaluations or research studies. 1"
pmc_survey_guidance_2006.pdf,6,"However, the focus of this guidance is on conducting surveys for general purpose statistics or as part of program evaluations or research studies. 1 Purpose Surveys represent only a small percentage of all ICRs that OMB reviews. Most ICRs submitted to OMB are mandatory recordkeeping requirements, applications, or audits that are not used for statistical purposes. Because surveys require that careful attention be paid to a variety of methodological and statistical issues, agencies are required to complete Part B of the ICR supporting statement to more fully document how the survey will be conducted and analyzed (see question #10). The focus of this guidance is to assist agencies in planning surveys and documenting their proposed surveys in their ICRs. 2 Submission of ICRs ­ SUBMISSION OF ICRs TO OMB This section covers some basic questions related to the Paperwork Reduction Act (PRA) submissions that agencies prepare and submit to OMB including process issues, what is and is not covered by the PRA, and when agencies need to complete Part B of the Information Collection Request (ICR) supporting statement. Agencies should consult the OMB regulations implementing the PRA (5 C.F.R. § 1320) for more detailed and complete information. 3."
pmc_survey_guidance_2006.pdf,7,"Agencies should consult the OMB regulations implementing the PRA (5 C.F.R. § 1320) for more detailed and complete information. 3. When should an agency begin the PRA process? The PRA requires that the agency publish a 60-day notice in the Federal Register to obtain public comment on the proposed collection, prior to submitting the information collection to OMB.1 At the time this notice is published, agencies must have at least a draft survey instrument available for the public to review. Agencies should state in their ICRs whether any comments were received from the public, and the comments should be addressed in the ICR that is submitted to OMB. When submitting the ICR to OMB, agencies are required to place a second notice in the Federal Register, allowing a 30-day public comment period and notifying the public that OMB approval is being sought and that comments may be submitted to OMB. This notice runs concurrent with the first 30 days of OMB review, and OMB has a total of 60 days after receipt of the ICR to make its decision.2 Thus, agencies need to allow at least 120 days for consideration of initial public comments, the second public comment period and OMB review, plus additional time for preparation of the ICR, as well as time lags for publication of Federal Register notices. Agencies may also have requirements for internal review or higher level reviews (e.g., departmental) that need to be factored into the schedule for planning a survey. A six month period, from the time the agency completes the ICR to OMB approval, is fairly common for planning purposes but varies considerably across agencies depending on internal review procedures."
pmc_survey_guidance_2006.pdf,7,"Agencies may also have requirements for internal review or higher level reviews (e.g., departmental) that need to be factored into the schedule for planning a survey. A six month period, from the time the agency completes the ICR to OMB approval, is fairly common for planning purposes but varies considerably across agencies depending on internal review procedures. Thus, starting the process early can be very important to ensure timely data collection. Survey managers should consult with their agency paperwork clearance officers to ascertain what they need to do and the time required to meet agency and OMB requirements. In rare instances, the PRA does provide for expedited processing if an agency can justify an Emergency Collection (see question #9). 4. When should agencies talk to OMB about plans for a study? The PRA and its implementing regulations provide a formal basis for OMB review of agency information collection requests. However, they do not preclude informal consultation with OMB desk officers prior to the submission of an ICR. Consultation with OMB prior to submission of an ICR is not required as part of the PRA and typically does not occur. However, if an agency is proposing a significant new collection about which it expects OMB may have questions or concerns, the agency is encouraged to consult with its OMB desk officer about the particular 1 5 C.F.R. § 1320.8(d)(1) 2 5 C.F.R. § 1320.10(a) 3"
pmc_survey_guidance_2006.pdf,7,"However, they do not preclude informal consultation with OMB desk officers prior to the submission of an ICR. Consultation with OMB prior to submission of an ICR is not required as part of the PRA and typically does not occur. However, if an agency is proposing a significant new collection about which it expects OMB may have questions or concerns, the agency is encouraged to consult with its OMB desk officer about the particular 1 5 C.F.R. § 1320.8(d)(1) 2 5 C.F.R. § 1320.10(a) 3 Submission of ICRs ­ collection in advance of submitting the ICR to OMB. When an agency is planning a new, large survey data collection, a major revision to an ongoing survey, or large-scale experiments or tests, agencies and OMB frequently find it helpful for the agency to brief OMB on the nature of the planned collection and the proposed methodology. In this less formal context, OMB and agency staff can discuss potential areas of concern, including the need for further detail and justification. This kind of early consultation can considerably reduce the likelihood that major unexpected concerns about survey methodology or statistical sample design will arise during OMB review, and it allows more time for the agency to consider alternatives if necessary. Agencies can then address any issues identified by OMB in their ICRs. While this informal consultation does not affect the timing of the formal OMB review process under the PRA, it can be of benefit in identifying some issues much earlier and may avoid delays that could otherwise occur. 5. What does it mean for an agency to conduct or sponsor an information collection?"
